Plate,Time,Plate_replicate,Well,Well_replicate,Type,Abs
P_12345,45,C,A10,B,Unknown,1.3478
P_12345,45,C,A11,B,Unknown,1.7475
P_12345,45,C,A12,A,Blank,0.19733
P_12345,45,C,B6,A,Blank,0.092749
P_12345,45,C,C6,A,Blank,0.058645
P_12345,45,C,D6,A,Blank,0.072723
P_12345,45,C,E6,A,Blank,0.098532
P_12345,45,C,F6,A,Negative,0.18542
P_12345,45,C,G6,A,Positive,3.3782
P_12345,45,C,H6,A,Positive,3.4311
P_12345,45,C,B12,B,Blank,0.22082
P_12345,45,C,C12,B,Blank,0.24522
P_12345,45,C,D12,B,Blank,0.28064
P_12345,45,C,E12,B,Blank,0.24337
P_12345,45,C,F12,B,Negative,0.28824
P_12345,45,C,G12,B,Positive,3.2372
P_12345,45,C,H12,B,Positive,3.352
P_12345,45,D,A1,A,Unknown,3.3592
P_12345,45,D,A2,A,Unknown,3.3364
P_12345,45,D,A3,A,Unknown,2.8287
P_12345,45,D,A4,A,Unknown,1.3814
P_12345,45,D,A5,A,Unknown,1.7693
P_12345,45,D,A6,A,Blank,0.31233
P_12345,45,D,A7,B,Unknown,3.4614
P_12345,45,D,A8,B,Unknown,3.0651
P_12345,45,D,A9,B,Unknown,1.7856
P_12345,45,D,A10,B,Unknown,1.2632
P_12345,45,D,A11,B,Unknown,2.3532
P_12345,45,D,A12,A,Blank,0.53447
P_12345,45,D,B6,A,Blank,0.14593
P_12345,45,D,C6,A,Blank,0.10367
P_12345,45,D,D6,A,Blank,0.07419
P_12345,45,D,E6,A,Blank,0.074624
P_12345,45,D,F6,A,Negative,0.21308
P_12345,45,D,G6,A,Positive,3.3779
P_12345,45,D,H6,A,Positive,3.3422
P_12345,45,D,B12,B,Blank,0.2457
P_12345,45,D,C12,B,Blank,0.18419
P_12345,45,D,D12,B,Blank,0.12654
P_12345,45,D,E12,B,Blank,0.1268
P_12345,45,D,F12,B,Negative,0.2093
P_12345,45,D,G12,B,Positive,3.3132
P_12345,45,D,H12,B,Positive,3.2981
P_12345,45,E,A1,A,Unknown,3.2287
P_12345,45,E,A2,A,Unknown,2.4127
P_12345,45,E,A3,A,Unknown,1.5433
P_12345,45,E,A4,A,Unknown,0.86228
P_12345,45,E,A5,A,Unknown,1.439
P_12345,45,E,A6,A,Blank,0.063221
P_12345,45,E,A7,B,Unknown,2.9683
P_12345,45,E,A8,B,Unknown,2.1329
P_12345,45,E,A9,B,Unknown,1.7332
P_12345,45,E,A10,B,Unknown,0.90892
P_12345,45,E,A11,B,Unknown,1.6923
P_12345,45,E,A12,A,Blank,0.059988
P_12345,45,E,B6,A,Blank,0.064022
P_12345,45,E,C6,A,Blank,0.0665
P_12345,45,E,D6,A,Blank,0.063007
P_12345,45,E,E6,A,Blank,0.08101
P_12345,45,E,F6,A,Negative,0.14781
P_12345,45,E,G6,A,Positive,3.2429
P_12345,45,E,H6,A,Positive,3.1616
P_12345,45,E,B12,B,Blank,0.082279
P_12345,45,E,C12,B,Blank,0.060832
P_12345,45,E,D12,B,Blank,0.065965
P_12345,45,E,E12,B,Blank,0.060904
P_12345,45,E,F12,B,Negative,0.17779
P_12345,45,E,G12,B,Positive,3.347
P_12345,45,E,H12,B,Positive,3.3153
